trial_index,ground_truth_choice,trial_nll,has_history,num_history_choices,top2_tokens_probs
0,U,0.578125,False,0,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
1,U,0.38671875,True,1,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
2,U,0.201171875,True,2,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
3,U,0.126953125,True,3,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
4,P,0.8984375,True,4,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
5,U,1.9140625,True,5,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8515625, 0.1474609375]}]"
6,U,0.8984375,True,6,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
7,U,0.3125,True,7,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
8,P,1.9140625,True,8,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
9,U,0.201171875,True,9,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
10,P,0.5234375,True,10,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
11,P,0.5234375,True,11,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
12,U,1.703125,True,12,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.81640625, 0.181640625]}]"
13,P,0.69140625,True,13,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5, 0.5]}]"
14,P,1.5,True,14,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
15,P,0.69140625,True,15,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5, 0.5]}]"
16,U,0.57421875,True,16,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.439453125]}]"
17,U,0.474609375,True,17,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
18,U,0.38671875,True,18,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
19,U,0.34765625,True,19,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.70703125, 0.29296875]}]"
20,U,0.34765625,True,20,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.70703125, 0.29296875]}]"
21,U,0.2255859375,True,21,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
22,U,0.201171875,True,22,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
23,P,1.9140625,True,23,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
24,U,0.3125,True,24,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
25,U,0.201171875,True,25,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
26,P,2.125,True,26,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
27,U,0.251953125,True,27,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
28,U,0.201171875,True,28,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
29,U,0.201171875,True,29,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
30,U,0.201171875,True,30,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
31,U,0.16015625,True,31,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
32,U,0.16015625,True,32,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
33,U,0.16015625,True,33,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
34,U,0.16015625,True,34,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
35,U,0.126953125,True,35,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
36,U,0.126953125,True,36,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
37,U,0.126953125,True,37,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
38,P,2.34375,True,38,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.90625, 0.09619140625]}]"
39,U,0.16015625,True,39,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
40,U,0.0791015625,True,40,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
41,P,2.578125,True,41,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
42,U,0.16015625,True,42,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
43,P,2.125,True,43,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
44,P,1.703125,True,44,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
45,U,0.82421875,True,45,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.439453125]}]"
46,U,0.4296875,True,46,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
47,U,0.251953125,True,47,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
48,P,1.703125,True,48,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
49,U,0.251953125,True,49,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
50,P,1.5,True,50,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
51,P,0.97265625,True,51,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
52,U,0.8984375,True,52,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
53,P,0.4296875,True,53,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.65234375, 0.34765625]}]"
54,P,0.3125,True,54,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.73046875, 0.26953125]}]"
55,P,0.28125,True,55,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.75390625, 0.2451171875]}]"
56,P,0.201171875,True,56,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.81640625, 0.181640625]}]"
57,P,0.16015625,True,57,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8515625, 0.1474609375]}]"
58,P,0.126953125,True,58,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
59,P,0.126953125,True,59,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
60,P,0.16015625,True,60,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8515625, 0.1474609375]}]"
61,P,0.126953125,True,61,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
62,U,2.125,True,62,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
63,P,0.69140625,True,63,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5, 0.5]}]"
64,U,1.0546875,True,64,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.65234375, 0.34765625]}]"
65,P,0.201171875,True,65,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.81640625, 0.181640625]}]"
66,P,0.28125,True,66,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.75390625, 0.2451171875]}]"
67,U,1.9140625,True,67,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8515625, 0.1474609375]}]"
68,P,0.16015625,True,68,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8515625, 0.1474609375]}]"
