trial_index,ground_truth_choice,trial_nll,has_history,num_history_choices,top2_tokens_probs
0,P,0.828125,False,0,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
1,P,0.3125,True,1,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.73046875, 0.26953125]}]"
2,P,0.97265625,True,2,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
3,U,0.69140625,True,3,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5, 0.5]}]"
4,P,0.57421875,True,4,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.439453125]}]"
5,P,0.3125,True,5,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.73046875, 0.26953125]}]"
6,P,0.5234375,True,6,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
7,P,0.201171875,True,7,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.81640625, 0.181640625]}]"
8,P,0.251953125,True,8,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.77734375, 0.22265625]}]"
9,P,0.38671875,True,9,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.6796875, 0.3203125]}]"
10,U,2.125,True,10,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
11,U,0.38671875,True,11,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
12,U,0.16015625,True,12,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
13,U,0.0791015625,True,13,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
14,U,0.06201171875,True,14,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
15,P,2.8125,True,15,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
16,U,0.201171875,True,16,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
17,U,0.0791015625,True,17,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
18,U,0.0791015625,True,18,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
19,U,0.0791015625,True,19,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
20,U,0.0791015625,True,20,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
21,U,0.0791015625,True,21,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
22,U,0.0791015625,True,22,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
23,U,0.06201171875,True,23,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
24,U,0.048583984375,True,24,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.953125, 0.047607421875]}]"
25,U,0.0791015625,True,25,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
26,U,0.06201171875,True,26,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
27,U,0.048583984375,True,27,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.953125, 0.047607421875]}]"
28,U,0.048583984375,True,28,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.953125, 0.047607421875]}]"
29,U,0.0380859375,True,29,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.9609375, 0.03759765625]}]"
30,U,0.0380859375,True,30,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.9609375, 0.03759765625]}]"
31,U,0.0380859375,True,31,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.9609375, 0.03759765625]}]"
32,U,0.0380859375,True,32,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.9609375, 0.03759765625]}]"
33,P,3.28125,True,33,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.9609375, 0.03759765625]}]"
34,U,0.82421875,True,34,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.439453125]}]"
35,U,0.3125,True,35,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
36,P,2.125,True,36,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
37,P,1.703125,True,37,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
38,U,0.57421875,True,38,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.439453125]}]"
39,U,0.126953125,True,39,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
40,U,0.126953125,True,40,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
41,U,0.10009765625,True,41,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.90625, 0.09619140625]}]"
42,U,0.0791015625,True,42,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
43,U,0.10009765625,True,43,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.90625, 0.09619140625]}]"
44,U,0.0791015625,True,44,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
45,U,0.06201171875,True,45,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
46,U,0.06201171875,True,46,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
47,U,0.06201171875,True,47,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
48,U,0.06201171875,True,48,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
49,U,0.0791015625,True,49,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.92578125, 0.07568359375]}]"
50,U,0.06201171875,True,50,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
51,U,0.06201171875,True,51,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
52,U,0.06201171875,True,52,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.94140625, 0.06005859375]}]"
53,P,1.40625,True,53,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
54,P,0.201171875,True,54,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.81640625, 0.181640625]}]"
55,P,0.0791015625,True,55,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.92578125, 0.07568359375]}]"
56,P,0.048583984375,True,56,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
57,U,3.046875,True,57,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
58,P,0.1796875,True,58,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8359375, 0.1640625]}]"
59,P,0.048583984375,True,59,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
60,P,0.0380859375,True,60,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
61,P,0.048583984375,True,61,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
62,P,0.048583984375,True,62,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
63,P,0.06201171875,True,63,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.94140625, 0.06005859375]}]"
64,P,0.0380859375,True,64,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
65,P,0.0380859375,True,65,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
66,P,0.0380859375,True,66,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
67,P,0.0380859375,True,67,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
68,P,0.0380859375,True,68,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
69,P,0.048583984375,True,69,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
70,P,0.0380859375,True,70,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
71,P,0.048583984375,True,71,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
72,P,0.048583984375,True,72,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
73,P,0.06201171875,True,73,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.94140625, 0.06005859375]}]"
74,P,0.06201171875,True,74,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.94140625, 0.06005859375]}]"
75,P,0.06201171875,True,75,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.94140625, 0.06005859375]}]"
76,P,0.048583984375,True,76,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
77,U,3.046875,True,77,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
78,P,0.126953125,True,78,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
79,P,0.02978515625,True,79,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.96875, 0.029296875]}]"
80,P,0.0233154296875,True,80,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9765625, 0.023193359375]}]"
81,P,0.0233154296875,True,81,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9765625, 0.023193359375]}]"
82,P,0.02978515625,True,82,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.96875, 0.029296875]}]"
83,P,0.0233154296875,True,83,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9765625, 0.023193359375]}]"
84,P,0.0233154296875,True,84,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9765625, 0.023193359375]}]"
85,P,0.0233154296875,True,85,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9765625, 0.023193359375]}]"
86,P,0.0233154296875,True,86,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9765625, 0.023193359375]}]"
87,U,3.53125,True,87,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.96875, 0.029296875]}]"
88,P,0.82421875,True,88,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.439453125]}]"
89,P,0.97265625,True,89,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
90,P,0.16015625,True,90,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8515625, 0.1474609375]}]"
91,U,2.125,True,91,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
92,U,1.6015625,True,92,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.796875, 0.201171875]}]"
93,P,0.3125,True,93,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.73046875, 0.26953125]}]"
94,P,0.10009765625,True,94,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.90625, 0.09619140625]}]"
95,P,0.10009765625,True,95,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.90625, 0.09619140625]}]"
96,P,0.0791015625,True,96,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.92578125, 0.07568359375]}]"
97,P,0.10009765625,True,97,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.90625, 0.09619140625]}]"
98,P,0.0791015625,True,98,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.92578125, 0.07568359375]}]"
99,P,0.048583984375,True,99,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
