trial_index,ground_truth_choice,trial_nll,has_history,num_history_choices,top2_tokens_probs
0,P,3.578125,False,0,"[{'top_tokens': ['U', 'ĠU'], 'top_probs': [0.205078125, 0.05908203125]}]"
1,P,0.486328125,True,1,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.61328125, 0.373046875]}]"
2,P,0.52734375,True,2,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.58984375, 0.40625]}]"
3,P,0.255859375,True,3,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.7734375, 0.2216796875]}]"
4,P,0.255859375,True,4,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.7734375, 0.2216796875]}]"
5,P,0.228515625,True,5,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.796875, 0.201171875]}]"
6,U,2.125,True,6,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
7,P,0.9765625,True,7,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.376953125]}]"
8,P,0.5234375,True,8,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
9,P,0.349609375,True,9,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.703125, 0.29296875]}]"
10,U,1.5,True,10,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.77734375, 0.22265625]}]"
11,U,0.8984375,True,11,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
12,U,0.6328125,True,12,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
13,U,0.4296875,True,13,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
14,U,0.349609375,True,14,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
15,P,1.3125,True,15,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
16,U,0.7578125,True,16,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
17,U,0.474609375,True,17,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
18,P,1.140625,True,18,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
19,U,0.6328125,True,19,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
20,U,0.474609375,True,20,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
21,U,0.4296875,True,21,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
22,U,0.4296875,True,22,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
23,U,0.38671875,True,23,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
24,U,0.38671875,True,24,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
25,U,0.349609375,True,25,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
26,U,0.314453125,True,26,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
27,P,1.40625,True,27,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
28,U,0.5234375,True,28,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
29,U,0.38671875,True,29,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
30,U,0.349609375,True,30,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
31,U,0.28125,True,31,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
32,U,0.28125,True,32,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
33,U,0.251953125,True,33,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
34,U,0.251953125,True,34,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
35,P,1.6015625,True,35,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
36,U,0.474609375,True,36,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
37,U,0.349609375,True,37,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
38,U,0.314453125,True,38,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
39,U,0.314453125,True,39,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
40,U,0.28125,True,40,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
41,U,0.28125,True,41,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
42,U,0.251953125,True,42,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
43,U,0.2255859375,True,43,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
44,U,0.2255859375,True,44,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
45,U,0.2255859375,True,45,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
46,U,0.2255859375,True,46,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
47,U,0.201171875,True,47,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
48,U,0.201171875,True,48,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
49,U,0.201171875,True,49,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
50,U,0.201171875,True,50,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
51,P,1.8046875,True,51,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8359375, 0.1640625]}]"
52,U,0.7578125,True,52,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
53,P,0.8984375,True,53,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
54,U,0.97265625,True,54,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.62109375, 0.37890625]}]"
55,U,0.828125,True,55,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
56,P,0.828125,True,56,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
57,P,0.578125,True,57,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
58,P,0.474609375,True,58,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.62109375, 0.37890625]}]"
59,P,0.38671875,True,59,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.6796875, 0.3203125]}]"
60,P,0.28125,True,60,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.75390625, 0.2451171875]}]"
61,P,0.28125,True,61,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.75390625, 0.2451171875]}]"
62,P,0.2255859375,True,62,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.796875, 0.201171875]}]"
63,P,0.2255859375,True,63,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.796875, 0.201171875]}]"
64,P,0.1796875,True,64,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8359375, 0.1640625]}]"
65,P,0.16015625,True,65,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8515625, 0.1474609375]}]"
66,P,0.142578125,True,66,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8671875, 0.1328125]}]"
67,P,0.11279296875,True,67,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.89453125, 0.10693359375]}]"
68,P,0.11279296875,True,68,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.89453125, 0.10693359375]}]"
69,P,0.0888671875,True,69,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9140625, 0.08447265625]}]"
70,P,0.0888671875,True,70,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9140625, 0.08447265625]}]"
71,P,0.0888671875,True,71,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9140625, 0.08447265625]}]"
72,P,0.0791015625,True,72,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.92578125, 0.07568359375]}]"
73,P,0.0791015625,True,73,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.92578125, 0.07568359375]}]"
74,P,0.0791015625,True,74,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.92578125, 0.07568359375]}]"
75,P,0.06982421875,True,75,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.93359375, 0.06787109375]}]"
76,P,0.06982421875,True,76,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.93359375, 0.06787109375]}]"
77,P,0.06201171875,True,77,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.94140625, 0.06005859375]}]"
78,P,0.054931640625,True,78,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9453125, 0.052978515625]}]"
79,P,0.048583984375,True,79,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
80,P,0.043212890625,True,80,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.95703125, 0.0419921875]}]"
81,P,0.048583984375,True,81,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
82,P,0.043212890625,True,82,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.95703125, 0.0419921875]}]"
83,P,0.048583984375,True,83,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
84,P,0.043212890625,True,84,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.95703125, 0.0419921875]}]"
85,P,0.0380859375,True,85,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
86,P,0.0380859375,True,86,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
