trial_index,ground_truth_choice,trial_nll,has_history,num_history_choices,top2_tokens_probs
0,U,1.5859375,False,0,"[{'top_tokens': ['U', 'ĠU'], 'top_probs': [0.205078125, 0.05908203125]}]"
1,U,0.76953125,True,1,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5234375, 0.462890625]}]"
2,P,0.6953125,True,2,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
3,U,0.90234375,True,3,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.58984375, 0.40625]}]"
4,U,1.140625,True,4,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.6796875, 0.3203125]}]"
5,U,0.9765625,True,5,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.62109375, 0.376953125]}]"
6,U,0.828125,True,6,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
7,U,0.6328125,True,7,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
8,U,0.474609375,True,8,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.376953125]}]"
9,U,0.388671875,True,9,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
10,P,0.828125,True,10,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
11,P,0.38671875,True,11,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.6796875, 0.3203125]}]"
12,P,0.2255859375,True,12,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.796875, 0.201171875]}]"
13,U,1.5,True,13,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.77734375, 0.22265625]}]"
14,P,0.6953125,True,14,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
15,P,0.349609375,True,15,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.703125, 0.29296875]}]"
16,P,0.5234375,True,16,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
17,U,0.8984375,True,17,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
18,U,0.828125,True,18,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
19,U,0.6328125,True,19,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
20,U,0.5234375,True,20,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
21,U,0.4296875,True,21,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
22,U,0.314453125,True,22,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
23,U,0.2255859375,True,23,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
24,U,0.2021484375,True,24,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
25,U,0.1796875,True,25,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8359375, 0.1640625]}]"
26,U,0.2021484375,True,26,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
27,U,0.2021484375,True,27,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
28,P,2.015625,True,28,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8671875, 0.1328125]}]"
29,U,0.828125,True,29,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
30,U,0.474609375,True,30,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.376953125]}]"
31,U,0.314453125,True,31,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
32,U,0.2265625,True,32,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
33,U,0.1806640625,True,33,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8359375, 0.1640625]}]"
34,U,0.1435546875,True,34,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8671875, 0.1328125]}]"
35,U,0.1279296875,True,35,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
36,U,0.11376953125,True,36,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.890625, 0.10693359375]}]"
37,U,0.11376953125,True,37,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.890625, 0.10693359375]}]"
38,U,0.1279296875,True,38,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
39,P,2.125,True,39,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
40,U,0.578125,True,40,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
41,U,0.251953125,True,41,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
42,U,0.1611328125,True,42,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
43,U,0.1435546875,True,43,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8671875, 0.1328125]}]"
44,U,0.11328125,True,44,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.89453125, 0.10693359375]}]"
45,U,0.1005859375,True,45,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.90625, 0.09619140625]}]"
46,U,0.07958984375,True,46,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.921875, 0.07568359375]}]"
47,U,0.07958984375,True,47,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.921875, 0.07568359375]}]"
48,U,0.1005859375,True,48,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.90625, 0.09619140625]}]"
49,U,0.11328125,True,49,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.89453125, 0.10693359375]}]"
50,U,0.251953125,True,50,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
51,U,0.2021484375,True,51,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
52,U,0.11328125,True,52,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.89453125, 0.10693359375]}]"
53,U,1.140625,True,53,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.6796875, 0.3203125]}]"
54,U,0.5234375,True,54,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
55,U,0.2265625,True,55,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
56,U,0.1611328125,True,56,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
57,P,2.234375,True,57,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.890625, 0.10693359375]}]"
58,U,1.8046875,True,58,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8359375, 0.1640625]}]"
59,P,0.6953125,True,59,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
60,P,0.283203125,True,60,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.75390625, 0.2451171875]}]"
61,P,0.2265625,True,61,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.796875, 0.201171875]}]"
62,P,0.1279296875,True,62,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
63,P,0.1015625,True,63,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.90234375, 0.09423828125]}]"
64,P,0.0634765625,True,64,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9375, 0.06005859375]}]"
65,P,0.056396484375,True,65,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9453125, 0.052978515625]}]"
66,P,0.049560546875,True,66,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
67,P,0.049560546875,True,67,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.953125, 0.047607421875]}]"
68,P,0.06298828125,True,68,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9375, 0.06005859375]}]"
69,P,0.05615234375,True,69,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9453125, 0.052978515625]}]"
70,P,0.044189453125,True,70,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.95703125, 0.0419921875]}]"
71,P,0.0390625,True,71,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9609375, 0.03759765625]}]"
72,U,3.40625,True,72,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.96484375, 0.033203125]}]"
73,P,0.4296875,True,73,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.65234375, 0.34765625]}]"
74,P,0.1435546875,True,74,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8671875, 0.1328125]}]"
75,P,0.08935546875,True,75,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9140625, 0.08447265625]}]"
76,P,0.07958984375,True,76,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.921875, 0.07568359375]}]"
77,P,0.07080078125,True,77,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.93359375, 0.06689453125]}]"
78,P,0.07080078125,True,78,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.93359375, 0.06689453125]}]"
79,P,0.0625,True,79,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9375, 0.06005859375]}]"
80,P,0.0625,True,80,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9375, 0.06005859375]}]"
81,U,2.8125,True,81,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9375, 0.06005859375]}]"
82,P,0.314453125,True,82,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.73046875, 0.26953125]}]"
83,P,0.126953125,True,83,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.87890625, 0.11962890625]}]"
84,P,0.1005859375,True,84,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.90625, 0.09619140625]}]"
85,P,0.1005859375,True,85,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.90625, 0.09619140625]}]"
86,P,0.1005859375,True,86,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.90625, 0.09619140625]}]"
87,P,0.1005859375,True,87,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.90625, 0.09619140625]}]"
88,P,0.08935546875,True,88,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9140625, 0.08447265625]}]"
89,P,0.349609375,True,89,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.703125, 0.29296875]}]"
90,P,0.11328125,True,90,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.89453125, 0.10693359375]}]"
91,P,0.08935546875,True,91,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9140625, 0.08447265625]}]"
92,P,0.08935546875,True,92,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9140625, 0.08447265625]}]"
93,P,0.07958984375,True,93,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.921875, 0.07568359375]}]"
94,P,0.08935546875,True,94,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.9140625, 0.08447265625]}]"
95,P,0.0703125,True,95,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.93359375, 0.06689453125]}]"
96,P,0.0703125,True,96,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.93359375, 0.06689453125]}]"
97,P,0.0703125,True,97,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.93359375, 0.06787109375]}]"
98,P,0.0703125,True,98,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.93359375, 0.06787109375]}]"
