trial_index,ground_truth_choice,trial_nll,has_history,num_history_choices,top2_tokens_probs
0,P,3.578125,False,0,"[{'top_tokens': ['U', 'ĠU'], 'top_probs': [0.205078125, 0.05908203125]}]"
1,U,0.984375,True,1,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.61328125, 0.373046875]}]"
2,P,0.478515625,True,2,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.62109375, 0.376953125]}]"
3,U,0.6953125,True,3,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
4,U,1.140625,True,4,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.6796875, 0.3203125]}]"
5,U,0.9765625,True,5,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.62109375, 0.376953125]}]"
6,U,0.7578125,True,6,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
7,U,0.5234375,True,7,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
8,P,1.0546875,True,8,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
9,U,0.6953125,True,9,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
10,P,0.6953125,True,10,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
11,U,0.828125,True,11,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
12,P,0.6328125,True,12,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
13,U,0.578125,True,13,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
14,P,0.6328125,True,14,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
15,U,0.474609375,True,15,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.376953125]}]"
16,U,0.9765625,True,16,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.62109375, 0.376953125]}]"
17,U,0.6953125,True,17,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
18,U,0.6328125,True,18,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
19,U,0.578125,True,19,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
20,U,0.5234375,True,20,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
21,P,0.97265625,True,21,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
22,U,0.4296875,True,22,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
23,P,0.7578125,True,23,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
24,U,0.4296875,True,24,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
25,U,0.7578125,True,25,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
26,U,0.5234375,True,26,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
27,U,0.474609375,True,27,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
28,U,0.474609375,True,28,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
29,U,0.4296875,True,29,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
30,U,0.38671875,True,30,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
31,U,0.349609375,True,31,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
32,U,0.349609375,True,32,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
33,U,0.349609375,True,33,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
34,U,0.314453125,True,34,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
35,U,0.28125,True,35,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
36,U,0.28125,True,36,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
37,U,0.251953125,True,37,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
38,U,0.251953125,True,38,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
39,U,0.2255859375,True,39,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
40,U,0.201171875,True,40,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
41,U,0.201171875,True,41,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
42,U,0.1796875,True,42,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8359375, 0.1640625]}]"
43,U,0.1796875,True,43,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8359375, 0.1640625]}]"
44,U,0.16015625,True,44,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
45,U,0.16015625,True,45,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
46,U,0.16015625,True,46,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
47,U,0.142578125,True,47,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8671875, 0.1328125]}]"
48,U,0.142578125,True,48,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8671875, 0.1328125]}]"
49,U,0.126953125,True,49,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
50,U,0.126953125,True,50,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
51,U,0.126953125,True,51,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.87890625, 0.11962890625]}]"
52,U,0.11279296875,True,52,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.89453125, 0.10693359375]}]"
53,P,0.828125,True,53,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
54,U,0.38671875,True,54,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
55,P,0.28125,True,55,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.75390625, 0.2451171875]}]"
56,U,0.28125,True,56,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
57,P,0.142578125,True,57,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.8671875, 0.1328125]}]"
58,P,1.8046875,True,58,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8359375, 0.1640625]}]"
59,P,0.6328125,True,59,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
